underwrittencoverid,policyid,transactionmonth,isvatregistered,citizenship,legaltype,title,language,bank,accounttype,maritalstatus,gender,country,province,postalcode,maincrestazone,subcrestazone,itemtype,mmcode,vehicletype,registrationyear,make,model,cylinders,cubiccapacity,kilowatts,bodytype,numberofdoors,vehicleintrodate,customvalueestimate,alarmimmobiliser,trackingdevice,capitaloutstanding,newvehicle,writtenoff,rebuilt,converted,crossborder,numberofvehiclesinfleet,suminsured,termfrequency,calculatedpremiumperterm,excessselected,covercategory,covertype,covergroup,section,product,statutoryclass,statutoryrisktype,totalpremium,totalclaims,margin
199301,17774,2015-07-01,False,  ,Individual,Mr,English,First National Bank,Current account,Not specified,Not specified,South Africa,KwaZulu-Natal,4359,Natal,North Coast,Mobility - Motor,60058407.0,Passenger Vehicle,1970-01-01 00:00:00.000002013,TOYOTA,QUANTUM 2.5 D-4D SESFIKILE 16s,4.0,2494.0,75.0,B/S,4.0,2012-04-01,280000.0,Yes,Yes,280000.0,More than 6 months,No,No,No,No,,7500.0,Monthly,8.3377,No excess,Cleaning and Removal of Accident Debris,Cleaning and Removal of Accident Debris,Comprehensive - Taxi,Motor Comprehensive,Mobility Commercial Cover: Monthly,Commercial,IFRS Constant,7.313771929824,0.0,7.313771929824
144258,12730,2015-07-01,False,  ,Individual,Mr,English,First National Bank,Current account,Not specified,Not specified,South Africa,KwaZulu-Natal,4137,Natal,South Coast,Mobility - Motor,60058418.0,Passenger Vehicle,1970-01-01 00:00:00.000002011,TOYOTA,QUANTUM 2.7 SESFIKILE 15s,4.0,2694.0,111.0,B/S,4.0,2010-10-01,220000.0,Yes,Yes,0.0,More than 6 months,No,No,No,No,,0.01,Monthly,25.0,Mobility - Windscreen,Windscreen,Windscreen,Comprehensive - Taxi,Motor Comprehensive,Mobility Commercial Cover: Monthly,Commercial,IFRS Constant,21.929824561403,0.0,21.929824561403
84632,6227,2015-07-01,False,  ,Individual,Mr,English,ABSA Bank,Current account,Not specified,Not specified,South Africa,Eastern Cape,5000,"Tembu 2, Cape Mid 2, Cape Mid West, Tembu 1",Tembu 1,Mobility - Motor,60058407.0,Passenger Vehicle,1970-01-01 00:00:00.000002014,TOYOTA,QUANTUM 2.5 D-4D SESFIKILE 16s,4.0,2494.0,75.0,B/S,4.0,2012-04-01,220000.0,Yes,Yes,0.0,More than 6 months,No,No,No,No,,7500.0,Monthly,8.2664,No excess,Emergency Charges,Emergency Charges,Comprehensive - Taxi,Motor Comprehensive,Mobility Commercial Cover: Monthly,Commercial,IFRS Constant,7.251228070175,0.0,7.251228070175
118137,8536,2015-06-01,False,  ,Individual,Mr,English,ABSA Bank,Current account,Not specified,Not specified,South Africa,Gauteng,2000,Johannesburg,Johannesburg,Mobility - Motor,60056925.0,Passenger Vehicle,1970-01-01 00:00:00.000002004,TOYOTA,HiACE SUPER 16 F/Lift,4.0,2237.0,75.0,B/S,4.0,1992-11-01,55000.0,Yes,No,0.0,More than 6 months,No,No,No,No,,7500.0,Monthly,3.1229,No excess,Emergency Charges,Emergency Charges,Comprehensive - Taxi,Motor Comprehensive,Mobility Commercial Cover: Monthly,Commercial,IFRS Constant,2.739385964912,0.0,2.739385964912
197656,15781,2015-07-01,False,  ,Individual,Mr,English,First National Bank,Current account,Not specified,Not specified,South Africa,Mpumalanga,1022,Transvaal (all except Pretoria),Transvaal East,Mobility - Motor,60058419.0,Passenger Vehicle,1970-01-01 00:00:00.000002013,TOYOTA,QUANTUM 2.7 SESFIKILE 16s,4.0,2694.0,111.0,B/S,4.0,2012-04-01,220000.0,Yes,Yes,260900.0,More than 6 months,No,No,No,No,,7500.0,Monthly,6.446,No excess,Cleaning and Removal of Accident Debris,Cleaning and Removal of Accident Debris,Comprehensive - Taxi,Motor Comprehensive,Mobility Commercial Cover: Monthly,Commercial,IFRS Constant,5.654385964912,0.0,5.654385964912
184735,10463,2015-08-01,False,  ,Individual,Mr,English,ABSA Bank,Current account,Not specified,Not specified,South Africa,KwaZulu-Natal,4359,Natal,North Coast,Mobility - Motor,60058418.0,Passenger Vehicle,1970-01-01 00:00:00.000002009,TOYOTA,QUANTUM 2.7 SESFIKILE 15s,4.0,2694.0,111.0,B/S,4.0,2010-10-01,220000.0,Yes,No,0.0,More than 6 months,No,No,No,No,,7500.0,Monthly,6.9784,No excess,Emergency Charges,Emergency Charges,Comprehensive - Taxi,Motor Comprehensive,Mobility Commercial Cover: Monthly,Commercial,IFRS Constant,6.121403508771,0.0,6.121403508771
80775,7037,2015-07-01,False,  ,Individual,Mr,English,ABSA Bank,Current account,Not specified,Not specified,South Africa,Limpopo,942,Transvaal (all except Pretoria),Transvaal North,Mobility - Motor,60058419.0,Passenger Vehicle,1970-01-01 00:00:00.000002014,TOYOTA,QUANTUM 2.7 SESFIKILE 16s,4.0,2694.0,111.0,B/S,4.0,2012-04-01,220000.0,Yes,Yes,0.0,More than 6 months,No,No,No,No,,7500.0,Monthly,7.1642,No excess,Cleaning and Removal of Accident Debris,Cleaning and Removal of Accident Debris,Comprehensive - Taxi,Motor Comprehensive,Mobility Commercial Cover: Monthly,Commercial,IFRS Constant,6.284385964912,0.0,6.284385964912
18408,326,2014-09-01,False,  ,Individual,Mr,English,ABSA Bank,Current account,Not specified,Not specified,South Africa,Gauteng,186,Transvaal (Pretoria),Pretoria,Mobility - Motor,60058418.0,Passenger Vehicle,1970-01-01 00:00:00.000002010,TOYOTA,QUANTUM 2.7 SESFIKILE 15s,4.0,2694.0,111.0,B/S,4.0,2010-10-01,220000.0,Yes,No,202100.0,More than 6 months,No,No,No,No,,7500.0,Monthly,6.6363,No excess,Cleaning and Removal of Accident Debris,Cleaning and Removal of Accident Debris,Comprehensive - Taxi,Motor Comprehensive,Mobility Commercial Cover: Monthly,Commercial,IFRS Constant,5.821315789473,0.0,5.821315789473
119054,9774,2014-12-01,False,  ,Individual,Mr,English,ABSA Bank,Current account,Not specified,Not specified,South Africa,Gauteng,2000,Johannesburg,Johannesburg,Mobility - Motor,60058419.0,Passenger Vehicle,1970-01-01 00:00:00.000002012,TOYOTA,QUANTUM 2.7 SESFIKILE 16s,4.0,2694.0,111.0,B/S,4.0,2012-04-01,250000.0,Yes,Yes,0.0,More than 6 months,No,No,No,No,,7500.0,Monthly,7.1642,No excess,Cleaning and Removal of Accident Debris,Cleaning and Removal of Accident Debris,Comprehensive - Taxi,Motor Comprehensive,Mobility Commercial Cover: Monthly,Commercial,IFRS Constant,6.284385964912,0.0,6.284385964912
90027,7853,2015-05-01,False,  ,Individual,Mr,English,ABSA Bank,Savings account,Not specified,Not specified,South Africa,Gauteng,1724,Transvaal (all except Pretoria),Rand West,Mobility - Motor,60058418.0,Passenger Vehicle,1970-01-01 00:00:00.000002009,TOYOTA,QUANTUM 2.7 SESFIKILE 15s,4.0,2694.0,111.0,B/S,4.0,2010-10-01,220000.0,Yes,No,0.0,More than 6 months,No,No,No,No,,5000000.0,Monthly,2.082,No excess,Passenger Liability,Passenger Liability,Comprehensive - Taxi,Motor Comprehensive,Mobility Commercial Cover: Monthly,Commercial,IFRS Constant,1.826315789473,0.0,1.826315789473
87134,7493,2015-05-01,True,  ,Close Corporation,Mr,English,First National Bank,Current account,Not specified,Not specified,South Africa,Gauteng,2007,Johannesburg,Johannesburg,Mobility - Motor,65030720.0,Passenger Vehicle,1970-01-01 00:00:00.000002006,VOLVO,S40 T5 A/T,5.0,2521.0,162.0,S/D,4.0,2004-05-01,220000.0,Yes,No,86300.0,More than 6 months,No,No,No,No,,3500.0,Monthly,0.9584,No excess,Signage and Vehicle Wraps,Signage and Vehicle Wraps,Comprehensive - Taxi,Motor Comprehensive,Mobility Metered Taxis: Monthly,Commercial,IFRS Constant,0.840701754385,0.0,0.840701754385
260702,21506,2015-07-01,False,  ,Individual,Mr,English,First National Bank,Current account,Not specified,Not specified,South Africa,Gauteng,122,Transvaal (Pretoria),Pretoria,Mobility - Motor,60058418.0,Passenger Vehicle,1970-01-01 00:00:00.000002010,TOYOTA,QUANTUM 2.7 SESFIKILE 15s,4.0,2694.0,111.0,B/S,4.0,2010-10-01,198800.0,Yes,Yes,198800.0,More than 6 months,No,No,No,No,,7500.0,Monthly,6.7553,No excess,Cleaning and Removal of Accident Debris,Cleaning and Removal of Accident Debris,Comprehensive - Taxi,Motor Comprehensive,Mobility Commercial Cover: Monthly,Commercial,IFRS Constant,5.925701754385,0.0,5.925701754385
154056,13306,2015-07-01,False,  ,Individual,Mr,English,First National Bank,Current account,Not specified,Not specified,South Africa,KwaZulu-Natal,3170,Natal,Natal 1,Mobility - Motor,60058415.0,Passenger Vehicle,1970-01-01 00:00:00.000002008,TOYOTA,QUANTUM 2.7 SESFIKILE 14s,4.0,2694.0,111.0,B/S,4.0,2007-11-01,135800.0,Yes,Yes,135800.0,More than 6 months,No,No,No,No,,7500.0,Monthly,6.2766,No excess,Emergency Charges,Emergency Charges,Comprehensive - Taxi,Motor Comprehensive,Mobility Commercial Cover: Monthly,Commercial,IFRS Constant,5.505789473684,0.0,5.505789473684
32402,2415,2015-01-01,False,  ,Individual,Mr,English,ABSA Bank,Current account,Not specified,Not specified,South Africa,Gauteng,177,Transvaal (Pretoria),Pretoria,Mobility - Motor,60058418.0,Passenger Vehicle,1970-01-01 00:00:00.000002011,TOYOTA,QUANTUM 2.7 SESFIKILE 15s,4.0,2694.0,111.0,B/S,4.0,2010-10-01,220000.0,Yes,No,0.0,More than 6 months,No,No,No,No,,7000.0,Monthly,85.0,No excess,Income Protector,Income Protector,Income Protector,Optional Extended Covers,Mobility Commercial Cover: Monthly,Commercial,IFRS Constant,74.561403508771,0.0,74.561403508771
179531,14225,2015-03-01,False,  ,Individual,Mr,English,First National Bank,Current account,Not specified,Not specified,South Africa,Gauteng,1804,Transvaal (all except Pretoria),Transvaal South,Mobility - Motor,60058419.0,Passenger Vehicle,1970-01-01 00:00:00.000002015,TOYOTA,QUANTUM 2.7 SESFIKILE 16s,4.0,2694.0,111.0,B/S,4.0,2012-04-01,350000.0,Yes,Yes,350000.0,More than 6 months,No,No,No,No,,7500.0,Monthly,8.2664,No excess,Cleaning and Removal of Accident Debris,Cleaning and Removal of Accident Debris,Comprehensive - Taxi,Motor Comprehensive,Mobility Commercial Cover: Monthly,Commercial,IFRS Constant,7.017317487266,0.0,7.017317487266
119033,9774,2015-08-01,False,  ,Individual,Mr,English,ABSA Bank,Current account,Not specified,Not specified,South Africa,Gauteng,2000,Johannesburg,Johannesburg,Mobility - Motor,60058418.0,Passenger Vehicle,1970-01-01 00:00:00.000002011,TOYOTA,QUANTUM 2.7 SESFIKILE 15s,4.0,2694.0,111.0,B/S,4.0,2010-10-01,220000.0,Yes,Yes,0.0,More than 6 months,No,No,No,No,,5000.0,Monthly,4.5557,No excess,Keys and Alarms,Keys and Alarms,Comprehensive - Taxi,Motor Comprehensive,Mobility Commercial Cover: Monthly,Commercial,IFRS Constant,3.996228070175,0.0,3.996228070175
32390,2415,2014-08-01,False,  ,Individual,Mr,English,ABSA Bank,Current account,Not specified,Not specified,South Africa,Gauteng,177,Transvaal (Pretoria),Pretoria,Mobility - Motor,60056925.0,Passenger Vehicle,1970-01-01 00:00:00.000002004,TOYOTA,HiACE SUPER 16 F/Lift,4.0,2237.0,75.0,B/S,4.0,1992-11-01,220000.0,Yes,No,0.0,More than 6 months,No,No,No,No,,5000000.0,Monthly,1.063,No excess,Passenger Liability,Passenger Liability,Comprehensive - Taxi,Motor Comprehensive,Mobility Commercial Cover: Monthly,Commercial,IFRS Constant,0.721901528013,0.0,0.721901528013
182888,16002,2015-08-01,False,  ,Individual,Mr,English,ABSA Bank,Current account,Not specified,Not specified,South Africa,Gauteng,152,Transvaal (Pretoria),Pretoria,Mobility - Motor,60058415.0,Passenger Vehicle,1970-01-01 00:00:00.000002009,TOYOTA,QUANTUM 2.7 SESFIKILE 14s,4.0,2694.0,111.0,B/S,4.0,2007-11-01,220000.0,Yes,No,0.0,More than 6 months,No,No,No,No,,7500.0,Monthly,5.882,No excess,Emergency Charges,Emergency Charges,Comprehensive - Taxi,Motor Comprehensive,Mobility Commercial Cover: Monthly,Commercial,IFRS Constant,5.159649122807,0.0,5.159649122807
91975,6641,2015-04-01,False,  ,Individual,Mr,English,ABSA Bank,Current account,Not specified,Male,South Africa,Gauteng,2000,Johannesburg,Johannesburg,Mobility - Motor,60056925.0,Passenger Vehicle,1970-01-01 00:00:00.000002005,TOYOTA,HiACE SUPER 16 F/Lift,4.0,2237.0,75.0,B/S,4.0,1992-11-01,220000.0,Yes,No,0.0,More than 6 months,No,No,No,No,,3500.0,Monthly,1.1022,No excess,Signage and Vehicle Wraps,Signage and Vehicle Wraps,Comprehensive - Taxi,Motor Comprehensive,Mobility Commercial Cover: Monthly,Commercial,IFRS Constant,0.966842105263,0.0,0.966842105263
67856,5357,2015-03-01,False,  ,Individual,Miss,English,First National Bank,Current account,Not specified,Not specified,South Africa,KwaZulu-Natal,3170,Natal,Natal 1,Mobility - Motor,60058419.0,Passenger Vehicle,1970-01-01 00:00:00.000002014,TOYOTA,QUANTUM 2.7 SESFIKILE 16s,4.0,2694.0,111.0,B/S,4.0,2012-04-01,220000.0,Yes,Yes,329500.0,More than 6 months,No,No,No,No,,7000.0,Monthly,85.0,No excess,Income Protector,Income Protector,Income Protector,Optional Extended Covers,Mobility Commercial Cover: Monthly,Commercial,IFRS Constant,74.561403508771,0.0,74.561403508771
184515,16334,2015-08-01,False,  ,Individual,Mr,English,First National Bank,Current account,Not specified,Not specified,South Africa,Gauteng,1,Transvaal (Pretoria),Pretoria,Mobility - Motor,60058407.0,Passenger Vehicle,1970-01-01 00:00:00.000002012,TOYOTA,QUANTUM 2.5 D-4D SESFIKILE 16s,4.0,2494.0,75.0,B/S,4.0,2012-04-01,220000.0,Yes,Yes,269400.0,More than 6 months,No,No,No,No,,5000.0,Monthly,4.9186,No excess,Keys and Alarms,Keys and Alarms,Comprehensive - Taxi,Motor Comprehensive,Mobility Commercial Cover: Monthly,Commercial,IFRS Constant,4.314561403508,0.0,4.314561403508
196533,17562,2015-04-01,False,  ,Individual,Mr,English,First National Bank,Current account,Not specified,Not specified,South Africa,Eastern Cape,9744,Oranje Free State,Drakensberg,Mobility - Motor,60058419.0,Passenger Vehicle,1970-01-01 00:00:00.000002015,TOYOTA,QUANTUM 2.7 SESFIKILE 16s,4.0,2694.0,111.0,B/S,4.0,2012-04-01,220000.0,Yes,Yes,343500.0,More than 6 months,No,No,No,No,,7000.0,Monthly,105.0,No excess,Income Protector (2015),Income Protector,Income Protector,Optional Extended Covers,Mobility Commercial Cover: Monthly,Commercial,IFRS Constant,92.105263157894,0.0,92.105263157894
119503,8079,2015-01-01,False,  ,Individual,Mr,English,First National Bank,Current account,Not specified,Not specified,South Africa,Northern Cape,8345,Cape Province,Kalahari,Mobility - Motor,60058407.0,Passenger Vehicle,1970-01-01 00:00:00.000002013,TOYOTA,QUANTUM 2.5 D-4D SESFIKILE 16s,4.0,2494.0,75.0,B/S,4.0,2012-04-01,220000.0,Yes,Yes,284600.0,More than 6 months,No,No,No,No,,7500.0,Monthly,90.0,No excess,Basic Excess Waiver,Basic Excess Waiver,Basic Excess Waiver,Optional Extended Covers,Mobility Commercial Cover: Monthly,Commercial,IFRS Constant,78.947368421052,0.0,78.947368421052
167132,14367,2015-03-01,False,  ,Individual,Miss,English,First National Bank,Current account,Not specified,Not specified,South Africa,KwaZulu-Natal,4359,Natal,North Coast,Mobility - Motor,60058419.0,Passenger Vehicle,1970-01-01 00:00:00.000002015,TOYOTA,QUANTUM 2.7 SESFIKILE 16s,4.0,2694.0,111.0,B/S,4.0,2012-04-01,220000.0,Yes,Yes,320000.0,More than 6 months,No,No,No,No,,3500.0,Monthly,2.9263,No excess,Signage and Vehicle Wraps,Signage and Vehicle Wraps,Comprehensive - Taxi,Motor Comprehensive,Mobility Commercial Cover: Monthly,Commercial,IFRS Constant,2.566929824561,0.0,2.566929824561
134308,11468,2015-06-01,False,  ,Individual,Mr,English,First National Bank,Current account,Not specified,Not specified,South Africa,KwaZulu-Natal,3780,Natal,Natal 3,Mobility - Motor,60058407.0,Passenger Vehicle,1970-01-01 00:00:00.000002013,TOYOTA,QUANTUM 2.5 D-4D SESFIKILE 16s,4.0,2494.0,75.0,B/S,4.0,2012-04-01,220000.0,Yes,Yes,271200.0,More than 6 months,No,No,No,No,,5000.0,Monthly,5.4938,No excess,Keys and Alarms,Keys and Alarms,Comprehensive - Taxi,Motor Comprehensive,Mobility Commercial Cover: Monthly,Commercial,IFRS Constant,4.819122807017,0.0,4.819122807017
127847,10902,2015-04-01,True,  ,Close Corporation,Mr,English,First National Bank,Current account,Not specified,Not specified,South Africa,Gauteng,1629,Rand East,Rand East,Mobility - Motor,5036102.0,Passenger Vehicle,1970-01-01 00:00:00.000002009,BMW,320i (E90),4.0,1995.0,115.0,S/D,4.0,2008-11-01,146800.0,Yes,No,146800.0,More than 6 months,No,No,No,No,,3500.0,Monthly,1.2641,No excess,Signage and Vehicle Wraps,Signage and Vehicle Wraps,Comprehensive - Taxi,Motor Comprehensive,Mobility Metered Taxis: Monthly,Commercial,IFRS Constant,1.108859649122,0.0,1.108859649122
155721,13976,2015-06-01,False,  ,Individual,Mr,English,First National Bank,Current account,Not specified,Not specified,South Africa,Western Cape,7455,Karoo 1 (Northeast of Cape Town),Northeast of CT,Mobility - Motor,60058419.0,Passenger Vehicle,1970-01-01 00:00:00.000002015,TOYOTA,QUANTUM 2.7 SESFIKILE 16s,4.0,2694.0,111.0,B/S,4.0,2012-04-01,339500.0,Yes,Yes,339500.0,More than 6 months,No,No,No,No,,500000.0,Monthly,346.4015,No excess,Third Party,Third Party,Comprehensive - Taxi,Motor Comprehensive,Mobility Commercial Cover: Monthly,Commercial,IFRS Constant,303.860964912281,0.0,303.860964912281
134718,11046,2015-03-01,False,  ,Individual,Mr,English,ABSA Bank,Current account,Not specified,Not specified,South Africa,Gauteng,2000,Johannesburg,Johannesburg,Mobility - Motor,60058415.0,Passenger Vehicle,1970-01-01 00:00:00.000002007,TOYOTA,QUANTUM 2.7 SESFIKILE 14s,4.0,2694.0,111.0,B/S,4.0,2007-11-01,130000.0,Yes,Yes,0.0,More than 6 months,No,No,No,No,,0.01,Monthly,25.0,Mobility - Windscreen,Windscreen,Windscreen,Comprehensive - Taxi,Motor Comprehensive,Mobility Commercial Cover: Monthly,Commercial,IFRS Constant,21.929824561403,0.0,21.929824561403
252658,21309,2015-08-01,False,  ,Individual,Mr,English,First National Bank,Current account,Not specified,Not specified,South Africa,Gauteng,8,Transvaal (Pretoria),Pretoria,Mobility - Motor,60058407.0,Passenger Vehicle,1970-01-01 00:00:00.000002015,TOYOTA,QUANTUM 2.5 D-4D SESFIKILE 16s,4.0,2494.0,75.0,B/S,4.0,2012-04-01,339500.0,Yes,Yes,399500.0,More than 6 months,No,No,No,No,,500000.0,Monthly,366.7781,No excess,Third Party,Third Party,Comprehensive - Taxi,Motor Comprehensive,Mobility Commercial Cover: Monthly,Commercial,IFRS Constant,321.735175438596,0.0,321.735175438596
168532,14513,2015-06-01,False,  ,Individual,Mr,English,First National Bank,Current account,Not specified,Not specified,South Africa,Mpumalanga,2499,Transvaal (all except Pretoria),Transvaal South East,Mobility - Motor,60058418.0,Passenger Vehicle,1970-01-01 00:00:00.000002011,TOYOTA,QUANTUM 2.7 SESFIKILE 15s,4.0,2694.0,111.0,B/S,4.0,2010-10-01,220000.0,Yes,Yes,220000.0,More than 6 months,No,No,No,No,,5000000.0,Monthly,1.8983,No excess,Passenger Liability,Passenger Liability,Comprehensive - Taxi,Motor Comprehensive,Mobility Commercial Cover: Monthly,Commercial,IFRS Constant,1.665175438596,0.0,1.665175438596
167319,13860,2015-06-01,False,  ,Individual,Mr,English,First National Bank,Current account,Not specified,Not specified,South Africa,Gauteng,1828,Transvaal (all except Pretoria),Transvaal South,Mobility - Motor,47048275.0,Passenger Vehicle,1970-01-01 00:00:00.000002014,NISSAN/DATSUN                      ,NV350 2.5 16 SEAT IMPENDULO,4.0,2488.0,108.0,B/S,4.0,2014-02-01,220000.0,Yes,Yes,273800.0,More than 6 months,No,No,No,No,,273800.0,Monthly,880.3836,Mobility - Taxi with value more than R100 000 - R5 000,Own Damage ,Own Damage,Comprehensive - Taxi,Motor Comprehensive,Mobility Commercial Cover: Monthly,Commercial,IFRS Constant,772.266315789474,0.0,772.266315789474
92077,6641,2015-04-01,False,  ,Individual,Mr,English,ABSA Bank,Current account,Not specified,Male,South Africa,Gauteng,2000,Johannesburg,Johannesburg,Mobility - Motor,64082300.0,Medium Commercial,1970-01-01 00:00:00.000002008,VOLKSWAGEN,CRAFTER 50 HR 80 F/C P/V,5.0,2459.0,80.0,P/V,2.0,2007-04-01,220000.0,Yes,No,0.0,More than 6 months,No,No,No,No,,7500.0,Monthly,90.0,No excess,Basic Excess Waiver,Basic Excess Waiver,Basic Excess Waiver,Optional Extended Covers,Mobility Commercial Cover: Monthly,Commercial,IFRS Constant,78.947368421052,0.0,78.947368421052
55932,4762,2015-03-01,False,  ,Individual,Mr,English,ABSA Bank,Current account,Not specified,Not specified,South Africa,North West,404,Transvaal (all except Pretoria),Transvaal North,Mobility - Motor,60058415.0,Passenger Vehicle,1970-01-01 00:00:00.000002006,TOYOTA,QUANTUM 2.7 SESFIKILE 14s,4.0,2694.0,111.0,B/S,4.0,2007-11-01,220000.0,Yes,No,0.0,More than 6 months,No,No,No,No,,7500.0,Monthly,90.0,No excess,Basic Excess Waiver,Basic Excess Waiver,Basic Excess Waiver,Optional Extended Covers,Mobility Commercial Cover: Monthly,Commercial,IFRS Constant,78.947368421052,0.0,78.947368421052
71500,4760,2015-02-01,False,  ,Individual,Mr,English,ABSA Bank,Current account,Not specified,Not specified,South Africa,North West,404,Transvaal (all except Pretoria),Transvaal North,Mobility - Motor,60058415.0,Passenger Vehicle,1970-01-01 00:00:00.000002007,TOYOTA,QUANTUM 2.7 SESFIKILE 14s,4.0,2694.0,111.0,B/S,4.0,2007-11-01,220000.0,Yes,No,0.0,More than 6 months,No,No,No,No,,7000.0,Monthly,85.0,No excess,Income Protector,Income Protector,Income Protector,Optional Extended Covers,Mobility Commercial Cover: Monthly,Commercial,IFRS Constant,74.561403508771,0.0,74.561403508771
142555,12402,2015-05-01,False,  ,Individual,Mr,English,First National Bank,Current account,Not specified,Not specified,South Africa,KwaZulu-Natal,4000,Natal (Durban),Durban,Mobility - Motor,44004620.0,Medium Commercial,1970-01-01 00:00:00.000002014,MERCEDES-BENZ,SPRINTER 515 CDi HI-ROOF F/C P/V,4.0,2148.0,110.0,P/V,5.0,2010-05-01,615000.0,Yes,Yes,615000.0,Less than 6 months,No,No,No,No,,7000.0,Monthly,85.0,No excess,Income Protector,Income Protector,Income Protector,Optional Extended Covers,Mobility Commercial Cover: Monthly,Commercial,IFRS Constant,74.561403508771,0.0,74.561403508771
